2025-2-12 10:23:29-log: Cannot access game frame or container.
2025-2-12 10:23:30-debug: asset-db:require-engine-code (1222ms)
2025-2-12 10:23:30-log: meshopt wasm decoder initialized
2025-2-12 10:23:30-log: [bullet]:bullet wasm lib loaded.
2025-2-12 10:23:30-log: [box2d]:box2d wasm lib loaded.
2025-2-12 10:23:30-log: Cocos Creator v3.8.5
2025-2-12 10:23:30-log: Using legacy pipeline
2025-2-12 10:23:30-debug: [Assets Memory track]: asset-db-plugin-register: programming start:80.14MB, end 83.18MB, increase: 3.03MB
2025-2-12 10:23:30-log: Forward render pipeline initialized.
2025-2-12 10:23:30-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:31.20MB, end 79.28MB, increase: 48.09MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: builder start:83.21MB, end 174.87MB, increase: 91.66MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:175.12MB, end 178.24MB, increase: 3.12MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:79.31MB, end 178.34MB, increase: 99.03MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: project start:79.99MB, end 178.31MB, increase: 98.32MB
2025-2-12 10:23:32-debug: asset-db:worker-init: initPlugin (1907ms)
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db:worker-init start:31.18MB, end 178.44MB, increase: 147.26MB
2025-2-12 10:23:32-debug: Run asset db hook programming:beforePreStart ...
2025-2-12 10:23:32-debug: Run asset db hook programming:beforePreStart success!
2025-2-12 10:23:32-debug: Run asset db hook engine-extends:beforePreStart success!
2025-2-12 10:23:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\render-pipeline\forward-pipeline.rppbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\render-texture\default.rtbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\scene\default.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\scene\scene-2d.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\scene\scene-quality.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\render-texture\default.rt@f9941background: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_file_content\terrain\default.terrainbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic_0.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold_0.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic_0.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular_0.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold_0.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic_0.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic_0.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-Bold.ttfbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold_0.png@f9941background: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic_0.png@f9941background: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic_0.png@f9941background: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular_0.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular_0.png@f9941background: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-BoldItalic.ttfbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\2d\Camera.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-Italic.ttfbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetype\OpenSans-Regular.ttfbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Capsule.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cone.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cube.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Cylinder.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Plane.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Quad.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Sphere.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\3d\Torus.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\effects\Particle System.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Light Probe Group.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Point Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Ranged Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Reflection Probe.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Sphere Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\light\Spot Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Button.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\EditBox.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Graphics.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Layout.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Label.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Mask.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\pageView.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\ParticleSystem2D.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\ProgressBar.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\RichText.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\ScrollView.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Slider.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Sprite.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\SpriteRenderer.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\SpriteSplash.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\TiledMap.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Toggle.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\ToggleContainer.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\WebView.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\ui\Widget.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\dependencies\textures\preintegrated-skin.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_prefab\2d\ui\Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\dependencies\textures\lut\original-color-grading.pngbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\dependencies\textures\preintegrated-skin.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\dependencies\textures\lut\original-color-grading.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_ui\atom.plistbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_ui\atom_new.plistbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: [Assets Memory track]: asset-db:worker-startup-database[internal] start:178.54MB, end 313.64MB, increase: 135.10MB
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\debug\Test.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: Start up the 'assets' database...
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\debug\TestEffect.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\net\libs\starx-wsclient.jsbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\net\libs\protocol.jsbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: asset-db:worker-startup-database[internal] (24682ms)
2025-2-12 10:23:56-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\net\proto\proto.jsbackground: #aaff85; color: #000;color: #000;
2025-2-12 10:23:56-debug: [Assets Memory track]: asset-db:worker-startup-database[assets] start:289.44MB, end 314.25MB, increase: 24.81MB
2025-2-12 10:23:56-debug: [Assets Memory track]: asset-db:worker-init: startup start:290.80MB, end 314.27MB, increase: 23.46MB
2025-2-12 10:23:56-debug: lazy register asset handler *
2025-2-12 10:23:56-debug: lazy register asset handler text
2025-2-12 10:23:56-debug: lazy register asset handler json
2025-2-12 10:23:56-debug: lazy register asset handler directory
2025-2-12 10:23:56-debug: lazy register asset handler dragonbones
2025-2-12 10:23:56-debug: lazy register asset handler dragonbones-atlas
2025-2-12 10:23:56-debug: lazy register asset handler terrain
2025-2-12 10:23:56-debug: lazy register asset handler spine-data
2025-2-12 10:23:56-debug: lazy register asset handler scene
2025-2-12 10:23:56-debug: lazy register asset handler typescript
2025-2-12 10:23:56-debug: lazy register asset handler sprite-frame
2025-2-12 10:23:56-debug: lazy register asset handler prefab
2025-2-12 10:23:56-debug: lazy register asset handler javascript
2025-2-12 10:23:56-debug: lazy register asset handler buffer
2025-2-12 10:23:56-debug: lazy register asset handler tiled-map
2025-2-12 10:23:56-debug: lazy register asset handler sign-image
2025-2-12 10:23:56-debug: lazy register asset handler alpha-image
2025-2-12 10:23:56-debug: lazy register asset handler texture-cube
2025-2-12 10:23:56-debug: lazy register asset handler texture
2025-2-12 10:23:56-debug: lazy register asset handler erp-texture-cube
2025-2-12 10:23:56-debug: lazy register asset handler render-texture
2025-2-12 10:23:56-debug: lazy register asset handler texture-cube-face
2025-2-12 10:23:56-debug: lazy register asset handler gltf
2025-2-12 10:23:56-debug: lazy register asset handler image
2025-2-12 10:23:56-debug: lazy register asset handler rt-sprite-frame
2025-2-12 10:23:56-debug: lazy register asset handler gltf-mesh
2025-2-12 10:23:56-debug: lazy register asset handler gltf-animation
2025-2-12 10:23:56-debug: lazy register asset handler gltf-skeleton
2025-2-12 10:23:56-debug: lazy register asset handler gltf-scene
2025-2-12 10:23:56-debug: lazy register asset handler gltf-material
2025-2-12 10:23:56-debug: lazy register asset handler gltf-embeded-image
2025-2-12 10:23:56-debug: lazy register asset handler fbx
2025-2-12 10:23:56-debug: lazy register asset handler material
2025-2-12 10:23:56-debug: lazy register asset handler effect
2025-2-12 10:23:56-debug: lazy register asset handler effect-header
2025-2-12 10:23:56-debug: lazy register asset handler physics-material
2025-2-12 10:23:56-debug: lazy register asset handler animation-clip
2025-2-12 10:23:56-debug: lazy register asset handler animation-graph
2025-2-12 10:23:56-debug: lazy register asset handler animation-graph-variant
2025-2-12 10:23:56-debug: lazy register asset handler ttf-font
2025-2-12 10:23:56-debug: lazy register asset handler animation-mask
2025-2-12 10:23:56-debug: lazy register asset handler particle
2025-2-12 10:23:56-debug: lazy register asset handler bitmap-font
2025-2-12 10:23:56-debug: lazy register asset handler sprite-atlas
2025-2-12 10:23:56-debug: lazy register asset handler audio-clip
2025-2-12 10:23:56-debug: lazy register asset handler label-atlas
2025-2-12 10:23:56-debug: lazy register asset handler render-pipeline
2025-2-12 10:23:56-debug: lazy register asset handler render-flow
2025-2-12 10:23:56-debug: lazy register asset handler render-stage
2025-2-12 10:23:56-debug: lazy register asset handler instantiation-material
2025-2-12 10:23:56-debug: lazy register asset handler instantiation-mesh
2025-2-12 10:23:56-debug: lazy register asset handler instantiation-skeleton
2025-2-12 10:23:56-debug: lazy register asset handler instantiation-animation
2025-2-12 10:23:56-debug: lazy register asset handler auto-atlas
2025-2-12 10:23:56-debug: lazy register asset handler video-clip
2025-2-12 10:23:56-debug: asset-db:worker-startup-database[assets] (7846ms)
2025-2-12 10:23:56-debug: asset-db:start-database (24830ms)
2025-2-12 10:23:56-debug: asset-db:ready (31667ms)
2025-2-12 10:23:56-debug: init worker message success
2025-2-12 10:23:56-debug: programming:execute-script (6ms)
2025-2-12 10:23:57-debug: [Build Memory track]: builder:worker-init start:312.52MB, end 326.70MB, increase: 14.17MB
2025-2-12 10:23:57-debug: builder:worker-init (593ms)
2025-2-12 10:24:52-debug: refresh db internal success
2025-2-12 10:24:52-debug: refresh db assets success
2025-2-12 10:24:52-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:24:52-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:24:52-debug: asset-db:refresh-all-database (113ms)
2025-2-12 10:24:52-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 10:24:52-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 10:25:08-debug: refresh db internal success
2025-2-12 10:25:08-debug: refresh db assets success
2025-2-12 10:25:08-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:25:08-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:25:08-debug: asset-db:refresh-all-database (99ms)
2025-2-12 10:25:08-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 10:25:28-debug: refresh db internal success
2025-2-12 10:25:28-debug: refresh db assets success
2025-2-12 10:25:28-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:25:28-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:25:28-debug: asset-db:refresh-all-database (100ms)
2025-2-12 10:25:28-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 10:25:28-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 10:28:46-debug: refresh db internal success
2025-2-12 10:28:46-debug: refresh db assets success
2025-2-12 10:28:46-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:28:46-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:28:46-debug: asset-db:refresh-all-database (113ms)
2025-2-12 10:28:46-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 10:28:46-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 10:28:53-debug: refresh db internal success
2025-2-12 10:28:53-debug: refresh db assets success
2025-2-12 10:28:53-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:28:53-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:28:53-debug: asset-db:worker-effect-data-processing (2ms)
2025-2-12 10:28:53-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2025-2-12 10:28:53-debug: asset-db:refresh-all-database (133ms)
2025-2-12 10:30:19-debug: refresh db internal success
2025-2-12 10:30:19-debug: refresh db assets success
2025-2-12 10:30:19-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 10:30:20-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 10:30:20-debug: asset-db:refresh-all-database (107ms)
2025-2-12 10:30:20-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 10:30:20-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 10:30:21-debug: Query all assets info in project
2025-2-12 10:30:21-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 10:30:21-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 10:30:21-debug: // ---- build task 查询 Asset Bundle ----
